txn-1756534243212-9ur4t1l12,client-1756272833203-r5tlpg06q,,RESET,1000,1000,"Manual credit reset: Total Added = 1000, Total Used = 0",MANUAL,,2025-08-30 06:10:43.212,Sujatha Gold Covering Works,,,,
txn-1756827718112-k4nq77cvg,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4639,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:41:58.112,Unknown Client,,,,
txn-1756827729437-s0b28w20s,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4638,Order creation,ORDER,290,2025-09-02 15:42:09.438,Unknown Client,,,,
txn-1756827805568-yszcyejsz,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4637,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:43:25.568,Unknown Client,,,,
txn-1756827811746-8q7f9ydw1,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4636,Order creation,ORDER,291,2025-09-02 15:43:31.746,Unknown Client,,,,
txn-1756827910669-v7l42atpv,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4635,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:45:10.669,Unknown Client,,,,
txn-1756827922503-a83in1jo1,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4634,Order creation,ORDER,292,2025-09-02 15:45:22.503,Unknown Client,,,,
txn-1756828027270-4qv9zy2sa,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4633,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:47:07.27,Unknown Client,,,,
txn-1756828035704-5s9stw5rh,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4632,Order creation,ORDER,293,2025-09-02 15:47:15.704,Unknown Client,,,,
txn-1756828192300-jl9lfbbej,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4631,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:49:52.3,Unknown Client,,,,
txn-1756828199198-3rbtxztvn,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4630,Order creation,ORDER,294,2025-09-02 15:49:59.198,Unknown Client,,,,
txn-1756828280171-ae0talk1q,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4629,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:51:20.171,Unknown Client,,,,
txn-1756828286022-m51jb136x,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4628,Order creation,ORDER,295,2025-09-02 15:51:26.022,Unknown Client,,,,
txn-1756828362944-j351jqp4c,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4627,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:52:42.944,Unknown Client,,,,
txn-1756828390294-psrjmjv5k,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4626,Order creation,ORDER,296,2025-09-02 15:53:10.294,Unknown Client,,,,
txn-1756828456135-1chswe4hu,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4625,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:54:16.135,Unknown Client,,,,
txn-1756828463829-s3ha3p6v0,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4624,Order creation,ORDER,297,2025-09-02 15:54:23.829,Unknown Client,,,,
txn-1756828511248-st7wyw2s4,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4623,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:55:11.248,Unknown Client,,,,
txn-1756828518709-79kl65ndq,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4622,Order creation,ORDER,298,2025-09-02 15:55:18.709,Unknown Client,,,,
txn-1756828669731-adaj4oiah,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4621,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:57:49.731,Unknown Client,,,,
txn-1756828674331-r3d8i0nwc,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4620,Order creation,ORDER,299,2025-09-02 15:57:54.331,Unknown Client,,,,
txn-1756828725936-29100iheo,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4619,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 15:58:45.936,Unknown Client,,,,
txn-1756828731973-8jbqgun4n,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4618,Order creation,ORDER,300,2025-09-02 15:58:51.973,Unknown Client,,,,
txn-1756828803433-3rguv31wz,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4617,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:00:03.433,Unknown Client,,,,
txn-1756828833986-wccnt9f5y,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4616,Order creation,ORDER,301,2025-09-02 16:00:33.986,Unknown Client,,,,
txn-1756829671052-z4lave8x6,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4615,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:14:31.052,Unknown Client,,,,
txn-1756829676533-kc89an6yo,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4614,Order creation,ORDER,302,2025-09-02 16:14:36.533,Unknown Client,,,,
txn-1756830091321-v74h3mwjj,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4613,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:21:31.321,Unknown Client,,,,
txn-1756830161099-3laiecm1m,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4612,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:22:41.099,Unknown Client,,,,
txn-1756830316836-tqfovvche,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4611,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:25:16.836,Unknown Client,,,,
txn-1756830324818-rxtka4xjn,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4610,Order creation,ORDER,303,2025-09-02 16:25:24.818,Unknown Client,,,,
txn-1756831054422-lbtr324tq,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4609,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:37:34.422,Unknown Client,,,,
txn-1756831068839-2qe8n0dc7,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4608,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:37:48.839,Unknown Client,,,,
txn-1756831073342-lk2g4lq7p,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4607,Order creation,ORDER,304,2025-09-02 16:37:53.342,Unknown Client,,,,
txn-1756831523838-xc028u9se,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4606,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:45:23.838,Unknown Client,,,,
txn-1756831537909-3d924tw5p,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4605,Order creation,ORDER,305,2025-09-02 16:45:37.909,Unknown Client,,,,
txn-1756831595780-duphw1ajy,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4604,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:46:35.78,Unknown Client,,,,
txn-1756831604190-6bfug6hrh,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4603,Order creation,ORDER,306,2025-09-02 16:46:44.191,Unknown Client,,,,
txn-1756831664109-plomz2vz8,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4602,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:47:44.109,Unknown Client,,,,
txn-1756831824361-9khvlawmy,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4601,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:50:24.361,Unknown Client,,,,
txn-1756831915297-oxyaazcjz,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4599,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:51:55.297,Unknown Client,,,,
txn-1756831921360-i9qji27b2,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4598,Order creation,ORDER,308,2025-09-02 16:52:01.36,Unknown Client,,,,
txn-1756831963545-xk0oksqkl,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4597,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:52:43.545,Unknown Client,,,,
txn-1756831971081-9kusnj1ym,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4596,Order creation,ORDER,309,2025-09-02 16:52:51.081,Unknown Client,,,,
txn-1756832009807-mmwsquu2t,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4595,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:53:29.807,Unknown Client,,,,
txn-1756832038753-9xn1zskb0,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4594,Order creation,ORDER,310,2025-09-02 16:53:58.753,Unknown Client,,,,
txn-1756832132839-n33q3fmbq,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4593,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:55:32.839,Unknown Client,,,,
txn-1756832138682-v1tmjvd6v,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4592,Order creation,ORDER,311,2025-09-02 16:55:38.682,Unknown Client,,,,
txn-1756832171575-5fnzcmi4d,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4591,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:56:11.575,Unknown Client,,,,
txn-1756832185905-1grhw47ng,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4590,Order creation,ORDER,312,2025-09-02 16:56:25.905,Unknown Client,,,,
txn-1756832226288-n5795c3bc,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4589,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 16:57:06.288,Unknown Client,,,,
txn-1756832231665-4ersf8zoa,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4588,Order creation,ORDER,313,2025-09-02 16:57:11.665,Unknown Client,,,,
txn-1756836299900-085x79ard,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4587,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-02 18:04:59.9,Unknown Client,,,,
txn-1756836306570-56oujzto9,client-1756653250197-7ltxt67xn,user-1756653250215-ql8x6xfiq,DEDUCT,1,4586,Order creation,ORDER,314,2025-09-02 18:05:06.57,Unknown Client,,,,
txn-1756864988796-prt8nnriw,client-1756297715470-3hwkwcugb,user-1756297715481-z5jst9611,DEDUCT,2,902,AI Usage in Order reference,IMAGE_PROCESSING,,2025-09-03 02:03:08.796,Unknown Client,,,,
txn-1756865006517-4m02deziv,client-1756297715470-3hwkwcugb,user-1756297715481-z5jst9611,DEDUCT,2,900,AI Usage in Order reference,IMAGE_PROCESSING,,2025-09-03 02:03:26.517,Unknown Client,,,,
txn-1756867623576-s6jgx8jx4,client-1756297715470-3hwkwcugb,user-1756297715481-z5jst9611,DEDUCT,1,899,AI Usage in Order reference,TEXT_PROCESSING,,2025-09-03 02:47:03.576,Unknown Client,,,,
txn-1756867955611-s6vabvdgp,client-1756297715470-3hwkwcugb,user-1756297715481-z5jst9611,DEDUCT,1,898,Order creation,ORDER,317,2025-09-03 02:52:35.611,Unknown Client,,,,
txn-1756867974322-4eofuglbm,client-1756297715470-3hwkwcugb,user-1756297715481-z5jst9611,DEDUCT,1,897,Order creation,ORDER,,2025-09-03 02:52:54.322,Unknown Client,,,,
